	GenomeID	Taxa	Scaffold_count	GC_content	Fragmented_BGCs	Complete_BGCs	Total_BGCs
424	JNAQ01	Prochlorococcus	11	32.09217732451478	0	4	4
425	JFKW01	Prochlorococcus	471	31.74066117957201	0	2	2
426	QCFA01	Prochlorococcus	36	39.71624432546185	0	3	3
427	CACFHT01	Prochlorococcus	36	31.45317225582757	1	1	2
428	JNAZ01	Prochlorococcus	9	35.74480489744927	0	4	4
429	QCFJ01	Prochlorococcus	61	34.85303140107477	3	1	4
430	CACLPH01	Prochlorococcus	61	30.789740806487895	1	0	1
431	APIY01	Dolichospermum	472	37.32663829059987	12	2	14
432	JAAHGJ01	Moorea	1654	41.31336674951006	39	0	39
433	CACIIM01	Prochlorococcus	17	31.077084718323377	0	2	2
434	JAAHHI01	Okeania	3346	36.86263359826425	10	0	10
435	JNAL01	Prochlorococcus	21	31.014283919522228	0	4	4
436	NMQI01	Fischerella	745	40.94839071505788	17	0	17
437	REAI01	Oscillatoriales	348	45.480885969352705	6	1	7
438	QCIT01	Prochlorococcus	53	34.75534002766457	1	2	3
439	JNAG01	Prochlorococcus	8	31.489308395352904	0	4	4
440	NMQB01	Fischerella	937	42.315494632797304	24	1	25
441	CABYQF01	Prochlorococcus	47	31.860218343841797	0	4	4
442	QCFW01	Prochlorococcus	42	35.72656152166574	2	1	3
443	JAAHGA01	Okeania	278	37.396007888472745	15	5	20
444	RDYJ01	Nostocales	271	38.57339063861867	8	1	9
445	ANKQ01	Microcystis	4	42.450047626073086	1	10	11
446	QCPF01	Prochlorococcus	47	30.882184913094704	0	2	2
447	JFLU01	Prochlorococcus	387	31.07070160523699	1	2	3
448	QBVH01	Prochlorococcus	65	35.55961737932849	2	2	4
449	RJVW01	Microcystis	119	42.48168252366189	6	5	11
450	CACGFP01	Prochlorococcus	47	31.90255195911467	3	0	3
451	QCNK01	Prochlorococcus	40	31.042872100045077	0	4	4
452	AZYY01	Aphanizomenon	338	39.22382268871142	9	5	14
453	QCAH01	Prochlorococcus	29	34.9115620602191	1	1	2
454	CACNJX01	Prochlorococcus	72	31.93418803842706	0	1	1
455	QCPM01	Prochlorococcus	39	36.95159383729121	1	3	4
456	CACHYR01	Prochlorococcus	64	34.29825154022476	0	0	0
457	JFLH01	Prochlorococcus	225	31.117812819500053	0	3	3
458	CABZBP01	Synechococcaceae	18	31.24950930705755	0	1	1
459	AXUX01	Synechococcus	3	59.118692202034104	0	1	1
460	CACAKJ01	Prochlorococcus	55	31.662000735046366	2	2	4
461	QBYV01	Prochlorococcus	28	31.41668203161311	1	0	1
462	CACAUG01	Prochlorococcus	72	31.407362710732894	2	0	2
463	CACAKA01	Prochlorococcus	65	32.025389437053704	1	0	1
464	BEIV01	Microcystis	264	41.36720176764191	9	4	13
465	QCPP01	Prochlorococcus	57	35.99205197734864	3	0	3
466	JFLC01	Prochlorococcus	324	31.559289203390254	1	2	3
467	CACPIH01	Prochlorococcus	22	34.805738741982275	1	0	1
468	JFMM01	Prochlorococcus	187	31.23712793211771	0	3	3
469	CABYXI01	Prochlorococcus	54	31.807315814874837	2	1	3
470	QBXS01	Synechococcus	16	51.87631061765712	1	0	1
471	QQWC01	Microcystis	13	43.20769026800302	1	10	11
472	AESD01	Crocosphaera	1126	37.73640792280685	18	1	19
473	CACLYZ01	Prochlorococcus	53	32.22559622565163	3	1	4
474	CACBOU01	Synechococcaceae	55	31.22573993685675	1	1	2
475	PXXO01	Cyanobium	25	61.41379623234983	3	6	9
476	JFMF01	Prochlorococcus	490	30.71000519947725	2	1	3
477	ALPD01	Prochlorococcus	104	30.549646067146146	2	1	3
478	LJZR01	Phormidesmis	136	48.39602487110721	6	3	9
479	QCOS01	Prochlorococcus	79	32.35003161156887	0	0	0
480	AJLM01	Chlorogloeopsis	188	42.45563921572634	13	8	21
481	CACMNZ01	Prochlorococcus	33	31.680107780189488	1	1	2
482	PWYK01	Cyanobacteria	343	38.776265291065435	2	0	2
483	QCQU01	Prochlorococcus	82	30.99363853437429	2	0	2
484	CACHXJ01	Prochlorococcus	70	31.685103254602318	2	0	2
485	LADK01	Trichodesmium	8951	45.27710671539422	12	1	13
486	JFMP01	Prochlorococcus	420	31.542645967466022	2	1	3
487	NHAC01	Fischerella	188	40.6099916858296	9	4	13
488	MWOW01	Prochlorococcus	267	31.889457218986028	2	2	4
489	QBXN01	Prochlorococcus	29	31.81598684681482	1	0	1
490	QBWM01	Prochlorococcus	46	35.01012445651725	1	1	2
491	QBXE01	Prochlorococcus	11	31.36933068667046	0	0	0
492	QBWF01	Prochlorococcus	51	33.97769002349418	0	3	3
493	CACBOC01	Synechococcus	48	56.502564549259176	1	0	1
494	QCQH01	Prochlorococcus	42	31.761780989078744	3	1	4
495	QCON01	Prochlorococcus	73	34.8435821596383	4	0	4
496	NHAH01	Fischerella	106	40.53412592436952	5	6	11
497	BAWS01	Synechococcus	77	47.3584495450084	1	2	3
498	JAAHFO01	Symploca	1461	42.375960140931554	41	3	44
499	NRTA01	Leptolyngbya	222	51.383617124977675	3	6	9
500	CAACVJ01	Hyella	708	37.635515075568726	20	2	22
501	PVWO01	Chamaesiphon	756	45.9514922428934	36	0	36
502	QCHZ01	Prochlorococcus	37	34.74241152164685	1	3	4
503	AJUB01	Oscillatoriales	20	46.36931953649725	2	3	5
504	DESS01	Richelia	406	36.94375052976916	21	0	21
505	PGEM01	Cuspidothrix	243	37.514120054043254	4	3	7
506	JAADBQ01	Microcystis	245	42.28051249712168	6	3	9
507	QCVW01	Prochlorococcus	79	30.776701019298038	3	0	3
508	QCHQ01	Prochlorococcus	45	32.05963574314687	1	3	4
509	QCGR01	Prochlorococcus	24	31.677747713896974	0	5	5
510	ACYA01	Cylindrospermopsis	93	40.07738166196374	2	6	8
511	PVWD01	Filamentous	528	48.714075438789806	9	2	11
512	PXPN01	Cyanobacteria	231	48.020454481599444	3	4	7
513	JAAHIG01	Moorea	776	43.46434472633612	48	8	56
514	PEIG01	Chroococcales	57	43.009033684747706	0	10	10
515	JAAHFR01	Leptolyngbya	1786	48.24183385077111	28	0	28
516	PXPX01	Cyanobacteria	242	47.86270232782635	4	2	6
517	CACBGI01	Prochlorococcus	64	30.928950860756917	1	0	1
518	QCVA01	Synechococcus	119	51.99626907636589	3	0	3
519	CABYAP01	Prochlorococcus	13	34.02281369374341	0	0	0
520	JAADBL01	Microcystis	619	42.63547668188178	15	0	15
521	QCHG01	Prochlorococcus	44	31.94262189491047	1	3	4
522	QCGD01	Prochlorococcus	19	30.807451672108858	0	3	3
523	QCHL01	Prochlorococcus	44	36.11114709769904	2	1	3
524	QCGO01	Prochlorococcus	17	30.755527430223	0	4	4
525	CACKKJ01	Prochlorococcus	32	31.626616213701517	1	2	3
526	NHII01	Synechococcus	69	61.01895019023696	1	2	3
527	QCVJ01	Prochlorococcus	38	31.574367647918884	1	0	1
528	AADV02	Crocosphaera	323	37.06738623420728	9	5	14
529	AJUT01	Microcystis	1905	42.51555855125737	13	0	13
530	SIHH01	Phormidium	537	52.105101597168904	3	2	5
531	JAADBG01	Microcystis	396	42.39953873741735	11	2	13
532	JAAHFY01	Sphaerospermopsis	1027	38.38261883039508	18	0	18
533	PXPS01	Cyanobacteria	208	47.94482364069685	4	2	6
534	RDXR01	Oscillatoriales	178	45.248984774942755	3	3	6
535	CACOER01	Prochlorococcus	13	30.654554380678025	0	1	1
536	JFLA01	Prochlorococcus	206	31.09900907267161	2	3	5
537	QCPR01	Prochlorococcus	105	50.07693063851537	9	3	12
538	DNZA01	Cyanobacteria	830	40.240571074886894	11	0	11
539	CACLFP01	Synechococcaceae	20	31.616390689404987	0	0	0
540	CACAZF01	Prochlorococcus	35	31.45911265150315	0	2	2
541	CACGFD01	Prochlorococcus	52	31.876772256719587	2	0	2
542	DGYA01	Cyanobacteria	146	60.837006968991446	6	3	9
543	LNDC01	Geitlerinema	223	48.64828003352769	6	0	6
544	CACINM01	Prochlorococcus	54	32.02394832375584	1	1	2
545	QCPY01	Prochlorococcus	34	30.946112768708918	0	4	4
546	JFLJ01	Prochlorococcus	232	30.86994061841857	1	2	3
547	SZNH01	Nostoc	106	42.020197124746794	14	11	25
548	CABYYN01	Synechococcaceae	69	30.919391124603294	3	1	4
549	CACEEF01	Prochlorococcus	51	32.07763227728069	1	1	2
550	DMPE01	Planktothrix	521	38.29426372732941	11	0	11
551	QCPO01	Prochlorococcus	36	30.922678020779774	0	3	3
552	LATL02	Limnoraphis	361	41.6836748058307	8	2	10
553	QCNI01	Prochlorococcus	54	31.851157348431055	1	3	4
554	QCAJ01	Prochlorococcus	47	34.99487772679518	1	1	2
555	AXZO01	Synechococcus	2	59.071122432509284	0	1	1
556	DOBT01	Cyanobacteria	270	59.05474932911428	1	1	2
557	CACJUL01	Prochlorococcus	54	31.045314000233606	1	2	3
558	QBVJ01	Prochlorococcus	52	30.67624546699562	2	0	2
559	JFLW01	Prochlorococcus	124	29.1004644329166	0	4	4
560	LWSY01	Nostoc	220	41.21251421219789	10	14	24
561	QCNB01	Prochlorococcus	58	31.73865419121842	2	2	4
562	QCPD01	Prochlorococcus	52	34.7045821417643	0	3	3
563	RDYH01	Oscillatoriales	282	45.84281427925107	2	1	3
564	CACA01	Oscillatoria	377	43.62054806357839	15	3	18
565	CACDDW01	Prochlorococcus	58	31.67908723954236	2	1	3
566	PXQI01	Cyanobacteria	192	48.02517478552912	3	2	5
567	JAAHGC01	Okeania	262	39.71796538447159	12	7	19
568	JYON01	Aliterella	60	44.31000321855746	2	7	9
569	CABZJX01	Prochlorococcus	31	31.719817646327805	0	1	1
570	QCIV01	Prochlorococcus	36	31.032340846905413	1	3	4
571	NHHS01	Synechococcus	97	57.95941892585508	8	1	9
572	QCFU01	Prochlorococcus	26	35.90271672175036	1	4	5
573	ALVJ01	Calothrix	73	38.80301231228942	4	26	30
574	NMQK01	Fischerella	852	40.64945343331468	17	2	19
575	JNAN01	Prochlorococcus	17	32.880999853660896	0	4	4
576	REAK01	Oscillatoriales	245	45.26283953090361	6	0	6
577	AATZ01	Synechococcus	6	54.55508307856715	0	10	10
578	PXQB01	Cyanobacteria	245	47.926169214507226	5	2	7
579	JAAHGH01	Okeania	249	36.910028204739255	14	3	17
580	JAAHHK01	Moorea	2451	43.75173440655437	28	0	28
581	SEBD01	Cyanobacteria	86	31.47712219735372	0	0	0
582	CACIWI01	Prochlorococcus	42	31.470684852298778	0	1	1
583	CACGNS01	Prochlorococcus	46	31.575457230204915	0	3	3
584	FSSI02	Oscillatoria	104	50.46365983547548	4	2	6
585	ANKN01	Prochlorothrix	233	52.56214148257623	4	2	6
586	CACGAP01	Prochlorococcus	25	31.720239516526753	2	1	3
587	QCIK01	Prochlorococcus	43	34.48925615018968	2	2	4
588	JNAX01	Prochlorococcus	20	35.18965663416358	0	4	4
589	QCFH01	Prochlorococcus	42	34.81059266122012	2	1	3
590	CACKJM01	Prochlorococcus	47	31.5294807431528	2	2	4
591	CABYQY01	Prochlorococcus	40	30.126090890068895	0	3	3
592	CACNMX01	Prochlorococcus	47	31.950596693847952	0	1	1
593	QCWF01	Synechococcus	31	57.32278223494907	0	9	9
594	RHLE01	Synechococcus	16	57.126191265723286	0	7	7
595	CVSZ01	Prochlorococcus	93	30.854636559031807	1	3	4
596	ALVW01	Mastigocladopsis	20	43.08991262812579	2	12	14
597	JFKU01	Prochlorococcus	271	31.88553235128671	1	2	3
598	JNAS01	Prochlorococcus	4	35.17170249094635	0	4	4
599	QCFC01	Prochlorococcus	41	38.85251388175642	1	3	4
600	JAAHGU01	Okeania	333	36.69948549428609	21	3	24
601	CACJCK01	Prochlorococcus	57	31.208798351310463	0	2	2
602	DBVH01	Prochlorococcus	207	52.311267662285644	6	0	6
603	DIYT01	Cyanobacteria	106	44.94645313696124	3	10	13
604	QBZK01	Prochlorococcus	46	31.248655366933853	1	0	1
605	LVHS01	Prochlorococcus	27	49.34796395179996	1	11	12
606	CACJYM01	Prochlorococcus	48	31.778176044151035	3	1	4
607	DLDG01	Cyanobacteria	121	36.97223893807583	0	0	0
608	CACLTA01	Prochlorococcus	55	31.183985259221167	1	0	1
609	DKOE01	Prochlorococcus	102	59.15395210510178	3	0	3
610	QCMK01	Prochlorococcus	41	31.643904808544125	0	3	3
611	QCBH01	Prochlorococcus	31	30.877686655100867	2	2	4
612	PBHJ01	Prochlorococcus	17	30.87371014013238	2	0	2
613	QCSM01	Synechococcus	129	56.226182949684166	5	1	6
614	CACMCA01	Prochlorococcus	46	31.79567826249053	0	3	3
615	CACBBE01	Synechococcaceae	53	31.58370049218675	0	2	2
616	FXWN01	Synechococcus	6	46.415906281110956	0	4	4
617	CACAVZ01	Synechococcaceae	36	31.509824874545473	0	3	3
618	CACIBL01	Prochlorococcus	33	30.624879831697346	0	4	4
619	QBZV01	Prochlorococcus	47	30.722407986948294	0	0	0
620	CACAYO01	Prochlorococcus	32	31.22773489543195	2	1	3
621	LVHN01	Prochlorococcus	28	47.967503404435476	1	12	13
622	CACNWH01	Prochlorococcus	49	30.729507658363854	1	1	2
623	LIRE01	Pseudanabaena	770	43.56136253394481	5	0	5
624	QCSP01	Synechococcus	84	58.05779420473756	3	0	3
625	MVDI01	Chroococcidiopsis	74	48.96445455108972	0	7	7
626	DNYC01	Microcoleaceae	607	44.57630025657323	2	0	2
627	DEGZ01	Cyanobacteria	39	33.12398826670063	0	0	0
628	JFOC01	Prochlorococcus	425	31.316568277869038	1	1	2
629	QCBU01	Prochlorococcus	24	31.692358644216814	1	1	2
630	LIRN01	Hapalosiphon	115	41.62949418225898	10	12	22
631	JAAAOK01	Cyanobacteria	432	43.54224853679701	7	0	7
632	NXIB02	Tychonema	271	45.02174033534715	4	0	4
633	DLZW01	Richelia	463	34.29835268490446	4	0	4
634	DLDQ01	Cyanobacteria	43	35.28013120996505	0	0	0
635	QCJB01	Prochlorococcus	51	34.399348985080074	0	3	3
636	PAJY01	Synechococcus	46	58.650846479396435	2	1	3
637	QCEA01	Prochlorococcus	35	31.633734029029164	2	0	2
638	QCTD01	Prochlorococcus	89	31.118578518220104	1	0	1
639	BJCE01	Sphaerospermopsis	680	37.60835570684164	13	1	14
640	CACKWB01	Synechococcaceae	14	30.810143287057866	0	0	0
641	NJHS01	Cylindrospermopsis	465	40.622403038244585	6	4	10
642	NQME01	Fischerella	604	40.254935417001604	16	0	16
643	AUSW01	Psychrobacter	38	43.078854251816814	0	2	2
644	NJHX01	Cylindrospermopsis	501	40.81605051697043	9	2	11
645	QOPQ01	Synechococcus	36	63.07301281512782	0	4	4
646	AUMZ01	Synechococcus	6	52.54380562988917	0	1	1
647	DLLM01	Cyanobacteria	33	31.994972514202022	1	0	1
648	CACEAF01	Prochlorococcus	24	32.22972192205978	3	0	3
649	QCTO01	Prochlorococcus	43	31.323761564344988	1	2	3
650	QCJI01	Prochlorococcus	47	31.080155141681814	1	2	3
651	DNOY01	Cyanobacteria	701	40.260737871847226	7	1	8
652	CACEPC01	Prochlorococcus	20	33.292367082741336	0	0	0
653	LIUQ01	Planktothricoides	165	43.95386672251024	4	5	9
654	QCEJ01	Prochlorococcus	55	32.33825868516157	2	1	3
655	CACCCI01	Prochlorococcus	62	31.812726849260375	2	2	4
656	QCTY01	Synechococcus	122	54.98814609222731	3	1	4
657	RDZA01	Oscillatoriales	341	46.15303828838617	3	0	3
658	PKRS01	Emticicia	39	38.532153935902144	1	4	5
659	JQFA01	Leptolyngbya	13	56.50067943644736	1	4	5
660	CACJOW01	Prochlorococcus	62	31.23364148948028	0	4	4
661	CAQM01	Crocosphaera	918	37.60370992248225	20	0	20
662	CACFZG01	Prochlorococcus	69	31.535742309616072	3	0	3
663	QCJT01	Prochlorococcus	26	42.324435531009925	0	1	1
664	QCEW01	Prochlorococcus	64	35.03367875502595	1	3	4
665	QCTR01	Prochlorococcus	68	31.198977674034012	1	2	3
666	UCNN01	Synechococcus	31	57.03349614517659	1	18	19
667	CACJFG01	Prochlorococcus	32	32.12749041791744	0	1	1
668	CACGKT01	Prochlorococcus	60	31.38948264022724	1	3	4
669	JFNY01	Prochlorococcus	439	31.367219229441226	0	1	1
670	QCCO01	Prochlorococcus	49	31.61014742720232	2	1	3
671	QCRJ01	Prochlorococcus	78	35.21672193834201	1	1	2
672	CACKQL01	Prochlorococcus	38	31.939929296898693	0	0	0
673	QCRA01	Prochlorococcus	67	31.690406566779238	3	1	4
674	LTEC01	Aphanizomenon	67	37.035679264130685	3	5	8
675	NSHT01	Cyanobium	200	63.950512570505964	4	0	4
676	QCLG01	Prochlorococcus	13	31.704752737053926	1	0	1
677	JFNR01	Prochlorococcus	290	32.08051656215327	0	0	0
678	QCCD01	Prochlorococcus	37	31.46008987868744	0	4	4
679	CACIRS01	Prochlorococcus	52	37.171407454659644	3	0	3
680	CACOAY01	Prochlorococcus	45	30.942249743932635	2	1	3
681	CAIS01	Richelia	941	33.708363873800124	3	0	3
682	CACJFL01	Synechococcus	81	50.73646098433234	4	0	4
683	CACGKI01	Prochlorococcus	45	32.02121484800642	1	3	4
684	CACBRZ01	Prochlorococcus	58	31.412548055500146	2	1	3
685	LAHJ01	Nostoc	255	41.370098204035585	19	4	23
686	QCRW01	Prochlorococcus	73	40.989170581857124	2	1	3
687	CABYJE01	Prochlorococcus	56	32.2634148370176	0	4	4
688	JFND01	Prochlorococcus	308	30.81643404383919	1	2	3
689	QCCR01	Prochlorococcus	25	31.939422464217955	0	3	3
690	QCLZ01	Prochlorococcus	24	30.538699608537343	2	2	4
691	JFNO01	Prochlorococcus	238	30.938355701097677	2	1	3
692	RSCJ01	Chlorogloeopsis	85	42.29669562687306	8	12	20
693	LAHA01	Nostoc	131	41.058702983879925	9	13	22
694	DFRI01	Prochlorococcus	273	51.64447611685016	12	3	15
695	BFAC01	Microcystis	206	40.0739288099046	1	10	11
696	CAIN01	Microcystis	479	41.90669052010341	13	3	16
697	QCUH01	Synechococcus	95	55.39628341772498	4	3	7
698	JAADAE01	Microcystis	250	42.002433013463495	10	2	12
699	CACHST01	Prochlorococcus	56	32.111221814463015	2	1	3
700	QCKN01	Prochlorococcus	47	41.17470675658949	1	1	2
701	RFFB01	Hormoscilla	70	47.53115926072714	11	7	18
702	QCDM01	Prochlorococcus	39	31.45426535221267	2	2	4
703	CACHMR01	Prochlorococcus	48	32.280706505536756	2	0	2
704	DJOE01	Cyanobacteria	24	31.9231022204897	1	0	1
705	NYXI01	Synechococcus	51	57.11658348339009	3	2	5
706	MRCA01	Fischerella	34	41.29061442212317	2	12	14
707	CACBKH01	Prochlorococcus	65	31.44120519276009	1	1	2
708	QBMK01	Pseudanabaena	60	42.11265653895603	0	3	3
709	LNAA02	Oscillatoriales	68	54.13043550421902	1	8	9
710	CACMTJ01	Prochlorococcus	39	31.24100655241651	2	2	4
711	QCKE01	Prochlorococcus	38	34.81350939053923	0	3	3
712	QCDF01	Prochlorococcus	23	32.108351092109295	2	1	3
713	QCUC01	Prochlorococcus	56	31.581665171143104	1	0	1
714	JAADAN01	Microcystis	644	42.54598048887582	18	0	18
715	CACKHU01	Synechococcaceae	42	31.697615270158728	2	0	2
716	CACHMO01	Prochlorococcus	12	32.41250976457177	0	1	1
717	QCDP01	Prochlorococcus	36	31.204846365174078	0	2	2
718	QCUU01	Prochlorococcus	75	31.89027871380303	4	0	4
719	JAADAX01	Microcystis	596	42.90010263728804	16	1	17
720	LJOW01	Aphanizomenon	1160	44.3425520125604	10	2	12
721	AVFY01	Planktothrix	235	40.36765500811066	8	1	9
722	NGZW01	Fischerella	197	40.40434910523226	12	1	13
723	MTAX01	Nostoc	149	41.92006450820398	9	13	22
724	CACDFY01	Prochlorococcus	16	32.30184689570286	1	1	2
725	CBZS01	Richelia	857	39.00083347381704	3	0	3
726	ABSE01	Cyanobium	18	67.86165652877442	2	7	9
727	JAADAS01	Microcystis	774	42.86329337046203	17	0	17
728	UCOB01	Synechococcus	35	57.29557958543052	0	11	11
729	NAPS01	Westiellopsis	29	40.97031000548719	4	17	21
730	CAIO01	Microcystis	809	42.46423448209237	19	1	20
731	AUZM01	Lyngbya	438	41.37020642884013	7	0	7
732	CZCZ01	Planktothrix	13	39.341868251832224	1	8	9
733	CABZOU01	Synechococcaceae	27	31.159365203786358	1	1	2
734	CABYEL01	Prochlorococcus	14	36.22084087057802	0	0	0
735	RSCK01	Chroococcidiopsis	295	44.74835834211029	9	4	13
736	QCCX01	Prochlorococcus	42	31.39672678811502	1	3	4
737	CACHJG01	Synechococcaceae	28	31.41639604605358	1	0	1
738	PQWO01	Acaryochloris	72	48.95869512768433	6	11	17
739	JFNN01	Prochlorococcus	309	30.573108819801437	1	2	3
740	QCCS01	Prochlorococcus	38	31.51541722207202	2	2	4
741	JFNE01	Prochlorococcus	426	31.367580336643965	1	2	3
742	QCRV01	Prochlorococcus	45	39.16516220967272	2	1	3
743	MOLN01	Microcystis	413	42.054970786625006	11	3	14
744	PVMC01	Cylindrospermopsis	89	39.938232004816484	3	6	9
745	PXEJ01	Cyanobacteria	431	36.22599964991234	1	0	1
746	CACOAN01	Prochlorococcus	68	30.246733532448644	1	2	3
747	NQKW01	Synechococcus	84	61.32757648595178	0	7	7
748	CACAWW01	Prochlorococcus	54	31.869043191466766	3	0	3
749	QCCE01	Prochlorococcus	25	31.665769057534376	1	3	4
750	DEFJ01	Cyanobacteria	34	32.88779557890218	1	0	1
751	QCLF01	Prochlorococcus	95	50.52885543219296	9	0	9
752	JFNS01	Prochlorococcus	338	31.77014184637613	3	1	4
753	CACMBG01	Prochlorococcus	44	32.016453904107976	1	1	2
754	QCRK01	Prochlorococcus	56	30.76963476248896	2	1	3
755	QCCN01	Prochlorococcus	35	30.75915921511707	1	2	3
756	JFNX01	Prochlorococcus	218	30.880185619964106	1	2	3
757	CAIY01	Richelia	90	33.86626766811206	0	2	2
758	CZCT02	Planktothrix	151	40.37289862038591	2	9	11
759	JTHE01	Lyngbya	298	40.94064272234989	0	4	4
760	AEPQ01	Moorea	287	45.030818126813216	20	15	35
761	QCDZ01	Prochlorococcus	31	31.50120668389466	0	3	3
762	QCKY01	Prochlorococcus	36	32.23518058278706	0	3	3
763	JAADAR01	Microcystis	674	42.896825249860306	15	1	16
764	CABYMM01	Prochlorococcus	68	31.50240028746673	0	0	0
765	AJYB01	Planococcus	160	43.19210134560645	0	4	4
766	CACBKT01	Prochlorococcus	48	31.613677165922656	3	0	3
767	AVFS01	Planktothrix	349	40.45451345395117	5	3	8
768	NGZV01	Fischerella	109	39.88167031215808	3	6	9
769	AVFX01	Planktothrix	171	41.424927456744925	5	4	9
770	JAADAY01	Microcystis	268	42.34900916621567	11	2	13
771	LJOV01	Anabaena	1227	41.98963722332954	18	0	18
772	AAVU01	Lyngbya	110	41.2921165502407	0	2	2
773	QCUT01	Prochlorococcus	68	30.78390325853649	4	0	4
774	JMIX01	Erythrobacter	22	60.00516707133906	1	1	2
775	QCDQ01	Prochlorococcus	25	31.046771688661785	0	1	1
776	JAADAO01	Microcystis	684	42.75974854955034	19	1	20
777	QCUB01	Prochlorococcus	70	30.75396993712644	2	2	4
778	QCDG01	Prochlorococcus	28	31.496239902569634	0	3	3
779	QCKD01	Prochlorococcus	27	37.49445588466848	0	0	0
780	QBMJ01	Leptolyngbya	476	58.253856618140034	1	1	2
781	QCDL01	Prochlorococcus	52	31.831206467172176	1	3	4
782	RFFC01	Hormoscilla	64	45.29660356708765	0	0	0
783	QCKO01	Prochlorococcus	35	35.304635524404944	1	2	3
784	JAADAD01	Microcystis	586	42.74450023585312	18	0	18
785	CACMJF01	Prochlorococcus	21	33.07039501854944	0	1	1
786	QCUI01	Synechococcus	107	54.63993069421691	19	6	25
787	CACGTI01	Synechococcus	25	58.911538759775965	1	0	1
788	CACGEL01	Prochlorococcus	61	31.325905801925035	1	1	2
789	CABYUE01	Synechococcaceae	47	31.421202850669122	1	0	1
790	LIRO01	Limnothrix	143	55.937652296195196	1	2	3
791	QCBT01	Prochlorococcus	51	31.18394810652294	1	3	4
792	JFOB01	Prochlorococcus	442	31.6207003683896	1	0	1
793	CACKPW01	Prochlorococcus	24	30.932050485507336	2	2	4
794	CACHUM01	Prochlorococcus	54	32.20289215918838	1	2	3
795	CACCZQ01	Prochlorococcus	35	30.511487871089074	1	2	3
796	QCSQ01	Prochlorococcus	56	30.997661630847432	3	2	5
797	CACFCB01	Prochlorococcus	76	33.73376353203942	2	1	3
798	QCSZ01	Prochlorococcus	88	31.246143342380286	2	0	2
799	CACEFS01	Prochlorococcus	62	31.532506145093784	2	1	3
800	CACHDC01	Synechococcaceae	70	31.63366241913774	3	0	3
801	ADXM01	Synechococcus	78	61.66014955296536	4	6	10
802	LVHO01	Prochlorococcus	27	48.31452574186889	2	10	12
803	CACBSA01	Prochlorococcus	52	31.308943403507786	0	1	1
804	CACJVD01	Synechococcus	96	57.720818364423764	3	1	4
805	QBZA01	Prochlorococcus	11	35.58337927811598	0	0	0
806	CACAYX01	Prochlorococcus	49	31.926913985086504	2	1	3
807	RHGL01	Leptolyngbya	187	50.99312370980345	7	7	14
808	QCSL01	Synechococcus	100	56.60159603637762	7	2	9
809	QCBI01	Prochlorococcus	25	32.23204672944911	2	2	4
810	QCMJ01	Prochlorococcus	74	32.08751184090405	1	2	3
811	QCMA01	Prochlorococcus	53	31.50969930671555	2	1	3
812	CACNFQ01	Prochlorococcus	61	31.794921059264937	2	1	3
813	LVHR01	Prochlorococcus	34	48.801982487298034	1	15	16
814	QBZJ01	Prochlorococcus	62	31.164518492966373	0	0	0
815	CACNNF01	Prochlorococcus	18	31.689233892264497	2	0	2
816	QCTS01	Prochlorococcus	44	31.520517599557085	0	1	1
817	QCJU01	Prochlorococcus	31	31.469953761625643	1	1	2
818	CACAQD01	Prochlorococcus	54	31.72946991042812	1	3	4
819	RDZK01	Oscillatoriales	186	45.52830361956053	2	4	6
820	CAQL01	Crocosphaera	1266	38.021838938897815	23	0	23
821	CACJOV01	Prochlorococcus	57	32.191729840311005	0	2	2
822	MRBZ01	Nostoc	320	41.32279329757616	22	4	26
823	PKRR01	Uliginosibacterium	23	58.78706942371868	0	4	4
824	CACHRD01	Prochlorococcus	34	31.61088221188462	0	1	1
825	UCND01	Synechococcus	17	58.29420461197807	0	6	6
826	AJWF01	Anabaena	13	38.89330845929152	0	12	12
827	CABYLJ01	Prochlorococcus	77	35.2970923558792	1	0	1
828	QCTX01	Synechococcus	49	56.147498894743855	2	2	4
829	QCEK01	Prochlorococcus	32	30.820022879089706	2	2	4
830	CABYRZ01	Synechococcaceae	64	31.22282605553918	3	0	3
831	PAEP01	Synechococcus	55	57.603085162471835	0	2	2
832	DCSN01	Pseudanabaena	259	42.444254771709815	1	2	3
833	QCJH01	Prochlorococcus	44	39.2894788927773	3	5	8
834	UCNR01	Synechococcus	18	59.96123446670372	0	6	6
835	CABZFE01	Prochlorococcus	54	31.726680198468234	2	1	3
836	QCTN01	Prochlorococcus	54	31.278475527667606	4	1	5
837	QOPP01	Synechococcus	45	63.51566356900421	2	7	9
838	CACGSV01	Synechococcaceae	32	32.068189175397464	0	0	0
839	NJHY01	Cylindrospermopsis	351	41.00870745204169	7	5	12
840	CACBEF01	Prochlorococcus	30	31.302805892556368	1	1	2
841	JAACUG01	Cyanobacteria	142	32.499964881748895	0	3	3
842	PKRO01	Porphyrobacter	105	62.69540704797427	3	1	4
843	NQMD01	Fischerella	1820	40.851360155920936	26	0	26
844	MTQM01	Microbacterium	9	68.85132158262999	1	3	4
845	CACENO01	Prochlorococcus	49	38.616660507579425	0	2	2
846	CACNAS01	Synechococcus	43	54.28204015910472	0	1	1
847	CACMDI01	Prochlorococcus	50	31.571311070294186	2	0	2
848	BJCD01	Planktothrix	193	39.684340542328705	5	5	10
849	QCTE01	Synechococcus	93	55.78239498683078	5	3	8
